id,title,matched_ng,reason
https://jpsearch.go.jp/data/bibnl-20337857,イラストで見る篠笛ワークショップ : やさしい篠笛の基礎,ndc8#768.16,Aboutルール除外: ndc8#768.16
https://jpsearch.go.jp/data/bibnl-20344329,翠笙記 2,768.12,Aboutルール除外: 768.12
https://jpsearch.go.jp/data/bibnl-20347052,故郷,768.7,Aboutルール除外: 768.7
https://jpsearch.go.jp/data/bibnl-20352750,獅子の笛 : 創作ミュージカル,770,Aboutルール除外: 770
https://jpsearch.go.jp/data/bibnl-20380005,横笛の魅力,ndc8#768.16,Aboutルール除外: ndc8#768.16
https://jpsearch.go.jp/data/bibnl-20399537,やさしく学べる笛教本,ndc8#768.16,Aboutルール除外: ndc8#768.16
https://jpsearch.go.jp/data/bibnl-20400304,綾藺笠 : 笛と筝による歌曲,768.7,Aboutルール除外: 768.7
https://jpsearch.go.jp/data/bibnl-20401678,鳩笛 : 笛玩具かたち・色・音のコレクション,ndc8#768.16,Aboutルール除外: ndc8#768.16
https://jpsearch.go.jp/data/bibnl-20413990,はじめての雅楽 : 笙・篳篥・龍笛を吹いてみよう,YU21,Aboutルール除外: YU21
https://jpsearch.go.jp/data/bibnl-20430007,コカリナ? : 森の精が宿る笛,ndc#763,Aboutルール除外: ndc#763
https://jpsearch.go.jp/data/bibnl-20434109,歌劇「魔笛」序曲,764,Aboutルール除外: 764
https://jpsearch.go.jp/data/bibnl-20440840,正田麻盛尺八・篠笛民謡集 3,ndc#768.6,Aboutルール除外: ndc#768.6
https://jpsearch.go.jp/data/bibnl-20442764,黒田節 福岡県民謡,768.7,Aboutルール除外: 768.7
https://jpsearch.go.jp/data/bibnl-20453754,魔笛 : ヴォーカル・スコア : 全2幕,ndc#766.1,Aboutルール除外: ndc#766.1
https://jpsearch.go.jp/data/bibnl-20475785,天上昇の作って楽しむやさしい竹笛,01185937,Aboutルール除外: 01185937
https://jpsearch.go.jp/data/bibnl-20475876,正田麻盛尺八・篠笛民謡集 4,ndc#768.6,Aboutルール除外: ndc#768.6
https://jpsearch.go.jp/data/bibnl-20530184,われは海の子,768.7,Aboutルール除外: 768.7
https://jpsearch.go.jp/data/bibnl-20561893,ゆかいにいこうよ! : 鼓笛バンド,ndc8#764.6,Aboutルール除外: ndc8#764.6
https://jpsearch.go.jp/data/bibnl-20569263,笛にうかれて逆立ちすれば,770,Aboutルール除外: 770
https://jpsearch.go.jp/data/bibnl-20668224,篳篥でポップス,ndc8#768.16,Aboutルール除外: ndc8#768.16
https://jpsearch.go.jp/data/bibnl-20682184,オペラ魔笛のことが語れる本 : オペラや映画を見るときに「あっ、そうなのか」 : モーツァルトとフリーメーソン,ndc8#762.346,Aboutルール除外: ndc8#762.346
https://jpsearch.go.jp/data/bibnl-20717031,ゆかいな鼓笛合奏曲集 : ドレミ音名付 3,ndc8#764.6,Aboutルール除外: ndc8#764.6
https://jpsearch.go.jp/data/bibnl-20717032,ゆかいな鼓笛合奏曲集 : ドレミ音名付 4,ndc8#764.6,Aboutルール除外: ndc8#764.6
https://jpsearch.go.jp/data/bibnl-20729912,持っていたんだこんな楽器口笛,762,Aboutルール除外: 762
https://jpsearch.go.jp/data/bibnl-20802952,明治鉄道錦絵とその時代 : 鉄道開通、汽笛一声は品川から出発した… : 品川歴史館特別展図録,Y121,Aboutルール除外: Y121
https://jpsearch.go.jp/data/bibnl-20805595,資料による琉球横笛,ndc8#768.16,Aboutルール除外: ndc8#768.16
https://jpsearch.go.jp/data/bibnl-20807645,いわき伝統芸能フェスティバル'93の記録 : 笛の音に耳をすませよう,Y121,Aboutルール除外: Y121
https://jpsearch.go.jp/data/bibnl-20809090,風の子守歌 笙・ピアノ,767,Aboutルール除外: 767
https://jpsearch.go.jp/data/bibnl-20809997,風の廻る庭第2番 : 笙とヴァイオリンのための,764.8,Aboutルール除外: 764.8
https://jpsearch.go.jp/data/bibnl-20817492,笛魂 : 日高囃笛の会設立五〇周年記念誌,ndc8#768.16,Aboutルール除外: ndc8#768.16
https://jpsearch.go.jp/data/bibnl-20827584,やっぱり「不良」でした 上,KD24,Aboutルール除外: KD24
https://jpsearch.go.jp/data/bibnl-20827586,やっぱり「不良」でした 下,KD24,Aboutルール除外: KD24
https://jpsearch.go.jp/data/bibnl-20909404,文集はと笛 1975,Y121,Aboutルール除外: Y121
https://jpsearch.go.jp/data/bibnl-20909406,文集はと笛 1976,Y121,Aboutルール除外: Y121
https://jpsearch.go.jp/data/bibnl-20909408,文集はと笛 1978,Y121,Aboutルール除外: Y121
https://jpsearch.go.jp/data/bibnl-20923471,やさしいよし笛入門,ndc8#768.16,Aboutルール除外: ndc8#768.16
https://jpsearch.go.jp/data/bibnl-20968879,恋と霧笛と銀時計/レインボー・シャワー : 宝塚歌劇・11/11→12/20・月組公演,Y95,Aboutルール除外: Y95
https://jpsearch.go.jp/data/bibnl-20970001,恋と霧笛と銀時計・レインボーシャワー : 宝塚歌劇・3/4→3/29・月組公演,Y95,Aboutルール除外: Y95
https://jpsearch.go.jp/data/bibnl-20976045,ハメルンの笛吹きおじさん ロバート・ブラウニングの詩より,779.8,Aboutルール除外: 779.8
https://jpsearch.go.jp/data/bibnl-20976659,魔笛 : 二期会オペラ公演,Y95,Aboutルール除外: Y95
https://jpsearch.go.jp/data/bibnl-20979933,弓と笛と放浪者たち : アザゼル・テンプテーション,ndc8#798,Aboutルール除外: ndc8#798
https://jpsearch.go.jp/data/bibnl-20984648,魔笛 : W.A.モーツァルト : opera : 2005/2006 season,Y111,Aboutルール除外: Y111
https://jpsearch.go.jp/data/bibnl-21014549,冬海笙子 : クラリネット,ndc#763,Aboutルール除外: ndc#763
https://jpsearch.go.jp/data/bibnl-21016450,和楽三章 篠笛,764.8,Aboutルール除外: 764.8
https://jpsearch.go.jp/data/bibnl-21052519,恋歌 : 篠笛(尺八)と箏のための 篠笛,768.7,Aboutルール除外: 768.7
https://jpsearch.go.jp/data/bibnl-21052523,恋歌 : 篠笛(尺八)と箏のための 箏,768.7,Aboutルール除外: 768.7
https://jpsearch.go.jp/data/bibnl-21052524,恋歌 : 篠笛(尺八)と箏のための 尺八/都山式,768.7,Aboutルール除外: 768.7
https://jpsearch.go.jp/data/bibnl-21090910,モンスターハンター2衝撃の武器入門書 : ハンマー・狩猟笛・ランス・ガンランス,ndc8#798,Aboutルール除外: ndc8#798
https://jpsearch.go.jp/data/bibnl-21111013,魔笛 : 初演:1791年ウィーン、アウフ・デア・ヴィーデン劇場,ndc#766.1,Aboutルール除外: ndc#766.1
