Rank,Last2 (1字+譜),Last3 (2字+譜),Last4 (3字+譜),Last5 (4字+譜),Last6 (5字+譜),Last7 (6字+譜),Last8 (7字+譜),Last9 (8字+譜)
135,生譜 (7),擷芳譜 (12),寛永銭譜 (10),子曲仮名譜 (6),新町遊女名譜 (4),笙五十五曲之譜 (2),浄印翊聖国師年譜 (1),陽田能村竹田擬印譜 (1)
136,明譜 (7),堂琴譜 (12),先生印譜 (10),纐纈紺屋譜 (6),玉城朝薫家譜 (4),十五名万秋楽譜 (2),師栄尊大和尚年譜 (1),孚九池大雅山水画譜 (1)
137,要譜 (7),氏虫譜 (12),2卷年譜 (10),化高祖年譜 (6),蔵書画落款譜 (4),近世四大家画譜 (2),法燈国師行実年譜 (1),石渠閣新訂名公書譜 (1)
138,藩譜 (7),世泉譜 (12),射指南譜 (10),十竹斎画譜 (5),西洋草花圖譜 (4),菊池容斎翁画譜 (2),国竜野城主歴代譜 (1),山老侯清玩貝類図譜 (1)
139,累譜 (7),桑画譜 (12),正燈世譜 (10),芥子園画譜 (5),改正森田家譜 (4),通俗列国志系譜 (2),梅峰禅師塔銘年譜 (1),渡辺能登守輝綱系譜 (1)
140,筝譜 (7),庄家譜 (12),本花詩譜 (10),生狂詩画譜 (5),名家巾箱画譜 (4),校正池田氏系譜 (2),本朝画家系同印譜 (1),山大徳禅寺前住世譜 (1)
141,日譜 (6),生画譜 (11),本花鳥譜 (10),家百扇画譜 (5),大慈院君年譜 (4),頭治政以来系譜 (2),古人真蹟短冊名譜 (1),越後國植物寫生圖譜 (1)
142,蓮譜 (6),翁画譜 (11),詞広正譜 (10),家坂東系譜 (5),貞山利公年譜 (4),住御同姓方系譜 (2),古今浄瑠璃大系譜 (1),左氏伝列国君臣系譜 (1)
143,籠譜 (6),封筒譜 (11),善斎画譜 (9),檀森斎石譜 (5),英章百鳥画譜 (3),師資相承血脈譜 (2),元亀年中公武略譜 (1),有馬伊予守豊範系譜 (1)
144,銘譜 (6),幽蘭譜 (11),草花図譜 (9),仙貝合画譜 (5),大歇和尚年譜 (3),頼山陽先生印譜 (2),伝師資相承当統譜 (1),祇園会山鉾古代図譜 (1)
145,興譜 (6),園墨譜 (11),求古図譜 (9),今金銀銭譜 (5),会釈器物名譜 (3),山侯宍戸侯印譜 (2),楽歌曲相伝書並譜 (1),有栖川宮家歴代印譜 (1)
146,鳴譜 (6),虫図譜 (11),対山画譜 (9),圃艸木画譜 (5),合香一具訳譜 (3),思貽斎管城二譜 (2),正統血脈道統之譜 (1),和歌師資相伝血脉譜 (1)
147,苑譜 (6),評泉譜 (11),華擷芳譜 (9),市鎭氏宗譜 (5),楽曲考鳳笙譜 (3),琶弾法口伝秘譜 (2),深溝松平同姓系譜 (1),伝正流血脉道統之譜 (1)
148,国譜 (6),動物譜 (11),一老画譜 (9),郵居氏家譜 (5),飾十六式図譜 (3),野川流三線系譜 (2),二年書上候御系譜 (1),喜に関する玩具図譜 (1)
149,脈譜 (6),谷虫譜 (11),島家系譜 (9),陽王氏族譜 (5),徽國文公年譜 (3),国暗射図指南譜 (2),大江磐代子御家譜 (1),濃高冨本庄道芳家譜 (1)
150,俗譜 (6),窠蟹譜 (11),石檠図譜 (9),門汪氏族譜 (5),合戦之巻畧譜 (3),佐渡國物産圖譜 (2),秋経伝長暦指掌譜 (1),公升庵先生全集年譜 (1)
151,錢譜 (6),康濟譜 (11),錦窠蘭譜 (9),氏續修家譜 (5),京江睦氏支譜 (3),徳川世良田家譜 (2),原石上流泉啄木譜 (1),縄県下沖縄島草木譜 (1)
152,珎譜 (6),漢研譜 (11),觀文禽譜 (9),氏重修宗譜 (5),安定胡氏族譜 (3),博物館動物図譜 (2),道朝臣自筆琵琶譜 (1),鋳造人名並松村家譜 (1)
153,牋譜 (6),氏楽譜 (11),徐派宗譜 (9),国舶旗図譜 (5),大興邵氏宗譜 (3),催馬楽附物案譜 (2),近世名家聚美画譜 (1),神開手北斎道中画譜 (1)
154,椿譜 (5),燈世譜 (11),梅園墨譜 (9),陸道中画譜 (5),重修邵氏宗譜 (3),猿若中村家系譜 (2),代々公事参仕年譜 (1),老舞譜並小調子密譜 (1)
155,桜譜 (5),曲秘譜 (11),中山世譜 (9),本流善御譜 (5),松林朱氏宗譜 (3),國暗射圖指南譜 (2),美術婦女礼儀画譜 (1),俗御再興以来新作譜 (1)
156,青譜 (5),諸菜譜 (11),赤松系譜 (9),倉將軍家譜 (5),代帝王世統譜 (3),全圖暗射指南譜 (2),画輯録并年譜印譜 (1),龍宝山大徳禅寺世譜 (1)
157,州譜 (5),草木譜 (11),画落款譜 (9),都將軍家譜 (5),鎌倉大樹家譜 (3),城縣全圖暗射譜 (2),土井聱牙先生印譜 (1),滝沢清画潜龍堂画譜 (1)
158,蕈譜 (5),斎印譜 (11),流略印譜 (9),池田家系譜 (5),説文解字韻譜 (3),朝畫家落款印譜 (2),浄名院琵琶説秘譜 (1),天照皇大神官禰宜譜 (1)
159,詞譜 (5),藩臣譜 (11),曲仮名譜 (9),篳篥仮名譜 (5),土伝燈総系譜 (3),朝尊卑分脈系譜 (2),百拍子以下秘説譜 (1),調御系譜並家木家譜 (1)
160,詠譜 (5),沢印譜 (11),救荒埜譜 (9),撰寛永泉譜 (5),神楽催馬楽譜 (3),山聖一國師年譜 (2),楽催馬楽和琴古譜 (1),軍幕府時代刑罰図譜 (1)
161,授譜 (5),菊四譜 (11),古今畫譜 (9),治新撰泉譜 (5),和歌披講之譜 (3),世説新語補系譜 (2),祖法皇禅師略年譜 (1),胤御系譜御部屋系譜 (1)
162,指譜 (5),術図譜 (11),賀氏系譜 (8),波吉家系譜 (5),明珍歴代族譜 (3),天文指南並雪譜 (2),香万秋楽宗明楽譜 (1),応用諸大家山水画譜 (1)
163,金譜 (5),齋畫譜 (11),楚南画譜 (8),西皮工尺譜 (5),君が代講頌譜 (3),五七言狂詩画譜 (2),鳥破只拍子仮名譜 (1),而被仰付置候御家譜 (1)
164,唄譜 (5),諧画譜 (10),艸筆画譜 (8),鳳山水画譜 (4),宿禰田島系譜 (3),金原御狩太鼓譜 (2),和楽打球楽仮名譜 (1),陽先生三名家略年譜 (1)
165,私譜 (5),公扇譜 (10),草筆画譜 (8),潜龍堂画譜 (4),雪下園画梅譜 (3),やまとまい歌譜 (2),及催馬楽高麗楽譜 (1),藩主前田家歴代略譜 (1)
166,訳譜 (4),古図譜 (10),椿山画譜 (8),市村家系譜 (4),長沢累世印譜 (3),助語二百義字譜 (2),三台破西王楽破譜 (1),速成矢島式三体書譜 (1)
167,櫻譜 (4),所画譜 (10),応挙画譜 (8),屋市川系譜 (4),散楽肩鼓之譜 (3),度御書上御系譜 (1),塩承和楽十天楽譜 (1),年寳生友精提出系譜 (1)
168,安譜 (4),永銭譜 (10),俳諧画譜 (8),高島家系譜 (4),香三帖破急譜 (3),四年子七月系譜 (1),調平調盤渉調曲譜 (1),刻古今玄機消長八譜 (1)
169,女譜 (4),生印譜 (10),魚貝図譜 (8),大谷家系譜 (4),子及高麗曲譜 (3),一門并六家系譜 (1),壱越調盤渉調曲譜 (1),集1巻茶譜1巻茶譜 (1)
170,碁譜 (4),卷年譜 (10),琦鳳画譜 (8),佐川家系譜 (4),笛延只拍子譜 (3),弘前藩名家系譜 (1),麗曲並六調子曲譜 (1),中三国主前田氏世譜 (1)
171,徳譜 (4),象棋譜 (10),嵐家系譜 (8),吾妻家系譜 (4),春鶯囀皇麞譜 (3),渡辺崋山蘭竹譜 (1),陣楽春鶯囀皇麞譜 (1),寺修復方并家事年譜 (1)
172,雑譜 (4),善御譜 (10),井家系譜 (8),中島家系譜 (4),泊如和尚年譜 (3),堂山水樹石画譜 (1),団乱旋陵王荒序譜 (1),語大鵬撰の菅家累譜 (1)
173,源譜 (4),秘曲譜 (10),薬草略譜 (8),岩井家系譜 (4),詩五七言画譜 (3),珍必携諸職画譜 (1),太食調及催馬楽譜 (1),卷坿文公朱夫子年譜 (1)
174,全譜 (4),人名譜 (10),草品図譜 (8),王寺家系譜 (4),まとまひ歌譜 (3),バイリオン楽譜 (1),盤渉調大食調曲譜 (1),廬陵歐陽文忠公年譜 (1)
175,島譜 (4),落款譜 (10),私古印譜 (8),流虬百花譜 (4),翠釜亭戯画譜 (3),竹洞山人人物譜 (1),催馬楽及将律音譜 (1),0卷坿陽村先生年譜 (1)
176,胤譜 (3),笛之譜 (10),南海包譜 (8),軒先生年譜 (4),御同姓方系譜 (3),清人張写祥画譜 (1),支那皇帝護宗略譜 (1),達氏歴代並公族略譜 (1)
177,実譜 (3),花詩譜 (10),解剖図譜 (8),温故斎菌譜 (4),歴朝名公款譜 (3),鐫七言唐詩画譜 (1),証仏法相承血脈譜 (1),守綱村家中騷動之譜 (1)
178,蝶譜 (3),工尺譜 (10),帝皇略譜 (8),象寫眞圖譜 (4),岡田桑里印譜 (3),華山翁蘭竹画譜 (1),馭馬調息伝統系譜 (1),芸と原田甲斐喧嘩譜 (1)
179,科譜 (3),広正譜 (10),万秋楽譜 (8),松平家系譜 (4),之次第笛之譜 (3),山先生山水画譜 (1),記先祖并武功之譜 (1),田村宗良流刑閉門譜 (1)
180,貨譜 (3),釋迦譜 (9),新撰楽譜 (8),戸威公年譜 (4),暗射図指南譜 (3),草木図譜海草譜 (1),図并各国舶旗図譜 (1),刀鍜冶藤原国包家譜 (1)
181,代譜 (3),林画譜 (9),九老画譜 (8),氏統宗世譜 (4),涅烏斯草木譜 (3),安名家文化画譜 (1),川本幸民先生年譜 (1),橘之助直筆同人家譜 (1)
182,跡譜 (3),貝図譜 (9),丹鶴図譜 (8),印章花押譜 (4),下先島草木譜 (3),雲寺諸堂并系譜 (1),手伝諸大名衆名譜 (1),首1卷圖1卷東音譜 (1)
183,宮譜 (3),魚貝譜 (9),只拍子譜 (8),玄々瓷印譜 (4),尊卑分脉系譜 (3),久会優等品花譜 (1),享和年間名家棋譜 (1),和歌師資相傳血脉譜 (1)
184,並譜 (3),檠図譜 (9),亘理家譜 (8),行状並系譜 (4),雲居和尚年譜 (3),沖縄諸島植物譜 (1),王府相卿傳職年譜 (1),孚九池大雅山水畫譜 (1)
185,説譜 (3),窠蘭譜 (9),落款印譜 (8),馬楽附物譜 (4),施家親戚系譜 (3),國板鰓魚類圖譜 (1),謙信家系軍功年譜 (1),後藤家代々銘判圖譜 (1)
186,門譜 (3),派宗譜 (9),増写真譜 (8),香万秋楽譜 (4),聖一國師年譜 (3),慧普覺禪師年譜 (1),王府相郷伝職年譜 (1),城百人一首小傳系譜 (1)
187,頌譜 (3),川家譜 (9),田続家譜 (7),徳川家系譜 (4),綱目啓蒙圖譜 (3),椿椿山先生印譜 (1),内宮内正祝権祝譜 (1),東周易蘇卦爻象系譜 (1)
188,講譜 (3),紫巌譜 (9),葵氏艶譜 (7),及高麗曲譜 (4),清樂曲牌雅譜 (3),錦窠灯心草科譜 (1),桜町院皇子女略譜 (1),史彙傳元明清人名譜 (1)
189,品譜 (3),太鼓譜 (9),円翁画譜 (7),大雅堂画譜 (4),坂御陳御年譜 (2),秋楽口伝仮名譜 (1),柴田是真先生画譜 (1),図本朝尊卑分脈系譜 (1)
190,急譜 (3),祖年譜 (9),閑林画譜 (7),斎運金図譜 (4),百人一諧画譜 (2),鶯囀万秋楽本譜 (1),五十三楽糸竹合譜 (1),相傳正流血脉道統譜 (1)
191,麞譜 (3),山世譜 (9),石燕画譜 (7),秋楽仮名譜 (4),淡御両国御譜 (2),楽団乱旋復訳譜 (1),正文対音捷要琴譜 (1),神之邑社士三黨系譜 (1)
192,中譜 (3),東音譜 (9),用雲竹譜 (7),町遊女名譜 (4),洞四君子画譜 (2),楽団乱旋国字譜 (1),神樂催馬楽風俗譜 (1),十國世系行事ノ年譜 (1)
193,師譜 (3),松系譜 (9),唐詩画譜 (7),城朝薫家譜 (4),景年花鳥画譜 (2),乱旋校合竜笛譜 (1),合香萬秋楽假名譜 (1),無僧縁起并三虚靈譜 (1)
194,声譜 (3),略印譜 (9),名公画譜 (7),採桑老舞譜 (4),山翁蘭竹画譜 (2),楽団乱旋竜笛譜 (1),楽台存覚上人年譜 (1),生田流箏曲傳授系譜 (1)
195,璃譜 (3),齋画譜 (9),写真画譜 (7),唐山象棋譜 (4),十竹斎書画譜 (2),楽団乱旋篳篥譜 (1),書院合薬房略方譜 (1),黄白誌国家金銀銭譜 (1)
196,吟譜 (3),荒埜譜 (9),信陽菌譜 (7),仏刹古瓦譜 (4),名家花鳥画譜 (2),紫石四君子画譜 (1),朝鮮常平通寶錢譜 (1),家雅楽伝授書並楽譜 (1)
197,錦譜 (3),今畫譜 (9),山種茶譜 (7),洋草花圖譜 (4),園海石榴花譜 (2),浪花十二月画譜 (1),星巖梁川先生年譜 (1),左氏傳列國君臣系譜 (1)
198,紋譜 (3),続家譜 (8),勝園梅譜 (7),正森田家譜 (4),竹園草木図譜 (2),とんち早席画譜 (1),三次北斎道中画譜 (1),歳楽一具盤渉調の譜 (1)
199,旗譜 (3),南画譜 (8),桂園橘譜 (7),家巾箱画譜 (4),枡京枡家系譜 (2),観世太夫花押譜 (1),隆近世四大家画譜 (1),会法則博士習所仮譜 (1)
200,諧譜 (3),園画譜 (8),皇和魚譜 (7),慈院君年譜 (4),大全嵐家系譜 (2),梅の園道年年譜 (1),鳥取池田忠継家譜 (1),調盤渉調撥合調子譜 (1)
201,柱譜 (3),挙画譜 (8),朝顔図譜 (7),山利公年譜 (4),似顔大全系譜 (2),巌月和尚自歴譜 (1),濃守政言ヨリ系譜 (1),蘇合香一具笛撃物譜 (1)
202,体譜 (3),百花譜 (8),盆山図譜 (7),福祿壽印譜 (4),大全実川系譜 (2),印翊聖国師年譜 (1),第一世利政公家譜 (1),品及蘓香合万秋楽譜 (1)
203,政譜 (3),草略譜 (8),浩然菌譜 (7),南朝皇胤譜 (3),全惣領家系譜 (2),仁和寺諸師年譜 (1),第二世政信公家譜 (1),小田氏譜付笠間氏譜 (1)
204,絃譜 (3),品図譜 (8),啓蒙禽譜 (7),美術品画譜 (3),全山下家系譜 (2),栄尊大和尚年譜 (1),石被仰蒙御残御譜 (1),原胖秋鳳笙只拍子譜 (1)
205,瑟譜 (3),海包譜 (8),牡丹花譜 (7),四君子画譜 (3),全藤川家系譜 (2),燈国師行実年譜 (1),御末家御続之系譜 (1),替はや物語年立系譜 (1)
206,籬譜 (3),剖図譜 (8),知齋琴譜 (7),金波園画譜 (3),草花写生図譜 (2),阿蘇家伝及系譜 (1),章上書池田家系譜 (1),良辨闍梨書伽陀仮譜 (1)
207,鶴譜 (2),神器譜 (8),勝概画譜 (7),浪花擷芳譜 (3),草木品物図譜 (2),竜野城主歴代譜 (1),儀之御指出御系譜 (1),八十八曲竜笛仮字譜 (1)
208,藷譜 (2),書畫譜 (8),華氏宗譜 (7),章百鳥画譜 (3),印満本草図譜 (2),峰禅師塔銘年譜 (1),政様御代迄御系譜 (1),還城楽芝家伝来舞譜 (1)
209,蜻譜 (2),柳営譜 (8),沙氏族譜 (7),家花鳥画譜 (3),田松平家系譜 (2),朝画家系同印譜 (1),予守綱政以来系譜 (1),浜松中納言物語系譜 (1)
210,酒譜 (2),章図譜 (8),朱氏族譜 (7),歇和尚年譜 (3),桂叢草木葉譜 (2),人真蹟短冊名譜 (1),政様御世迄御系譜 (1),平調黄鐘調太食調譜 (1)
211,所譜 (2),皇略譜 (8),梅枝伝譜 (7),狩野家印譜 (3),朝明郡内菌譜 (2),今浄瑠璃大系譜 (1),平備後守恒元系譜 (1),万秋楽蘇合香大曲譜 (1)
212,薬譜 (2),秋楽譜 (8),庵蔵筆譜 (7),釈器物名譜 (3),一白圃躑躅譜 (2),唐船棹之掛リ譜 (1),之御差出之御系譜 (1),楽秘譜并採桑老舞譜 (1)
213,紗譜 (2),撰楽譜 (8),旗章図譜 (7),香一具訳譜 (3),九郎先生介譜 (2),亀年中公武略譜 (1),山住御同姓方系譜 (1),秋楽鳳笙琵琶対照譜 (1)
214,戸譜 (2),鶴図譜 (8),門跡系譜 (7),曲考鳳笙譜 (3),霧島山艸木譜 (2),東照大権現御譜 (1),の住御同姓方系譜 (1),苑引用書目並詩牌譜 (1)
215,業譜 (2),要略譜 (8),禅寺世譜 (7),徳川御系譜 (3),東西艸木名譜 (2),可睡斎法燈年譜 (1),侯爵池田章政年譜 (1),景晴唐楽篳篥仮名譜 (1)
216,文譜 (2),拍子譜 (8),古秀画譜 (7),中茘枝通譜 (3),花園牽牛花譜 (2),師資相承当統譜 (1),素館田順先生印譜 (1),主基風俗神楽歌舞譜 (1)
217,睫譜 (2),理家譜 (8),画人名譜 (7),十六式図譜 (3),万年青盆図譜 (2),催馬楽並朗詠譜 (1),生飲中八仙歌印譜 (1),輪流神道灌頂附楽譜 (1)
218,鞠譜 (2),諸系譜 (8),渉調曲譜 (7),國文公年譜 (3),豊文朝顔図譜 (2),歌曲相伝書並譜 (1),藩由比氏其他印譜 (1),和歌披講並郢曲墨譜 (1)
219,戚譜 (2),款印譜 (8),楽仮名譜 (7),榧園泉貨譜 (3),愚中和尚年譜 (2),統血脈道統之譜 (1),味斎所蔵古鋳印譜 (1),伊豆国伊豆宿禰系譜 (1)
220,叙譜 (2),写真譜 (8),馬楽略譜 (7),戦之巻畧譜 (3),近代帝王系譜 (2),溝松平同姓系譜 (1),豊島海城先生印譜 (1),西医範眼目篇訳図譜 (1)
221,田譜 (2),氏艶譜 (7),高祖年譜 (7),江睦氏支譜 (3),類漁貝類図譜 (2),年書上候御系譜 (1),南瓜蔕材雅堂印譜 (1),安東系譜附竹中系譜 (1)
222,盟譜 (2),燕画譜 (7),撰釋迦譜 (6),定胡氏族譜 (3),寺歴代御系譜 (2),藤原忠成公年譜 (1),増山正寧正同印譜 (1),老僧正泊如和尚年譜 (1)
223,続譜 (2),雲竹譜 (7),文晁画譜 (6),興邵氏宗譜 (3),梅園百花画譜 (2),有栖川宮御系譜 (1),修斉昭慶篤等印譜 (1),多内蔵助副充君系譜 (1)
224,綺譜 (2),公画譜 (7),竜堂画譜 (6),修邵氏宗譜 (3),日本諸州薬譜 (2),江磐代子御家譜 (1),田能村竹田擬印譜 (1),皇子皇孫親王家系譜 (1)
225,哥譜 (2),席画譜 (7),永濯画譜 (6),林朱氏宗譜 (3),窠穀精草科譜 (2),黄梨洲先生年譜 (1),一絃琴四季今様譜 (1),国志賀郡錦織氏系譜 (1)
226,頁譜 (2),真画譜 (7),竹堂画譜 (6),本願寺系譜 (3),黒田公山茶譜 (2),経伝長暦指掌譜 (1),石公中郎先生茶譜 (1),大蔵朝臣古賀氏系譜 (1)
227,序譜 (2),陽菌譜 (7),早席画譜 (6),帝王世統譜 (3),皇帝破陣楽譜 (2),続弘法大師年譜 (1),九池大雅山水画譜 (1),氏村田山川円山系譜 (1)
228,旋譜 (2),種茶譜 (7),広重画譜 (6),倉大樹家譜 (3),蘇合香竜笛譜 (2),石上流泉啄木譜 (1),釈尊応世編年略譜 (1),木村五郎信綱家系譜 (1)
229,点譜 (2),園梅譜 (7),劇子系譜 (6),文解字韻譜 (3),木類写生図譜 (2),朝臣自筆琵琶譜 (1),東叡山貫首御家譜 (1),檗二代木庵和尚年譜 (1)
230,髹譜 (2),園橘譜 (7),威公年譜 (6),伝燈総系譜 (3),新渡花葉圖譜 (2),松渓都真景画譜 (1),渠閣新訂名公書譜 (1),西誌および直茂公譜 (1)
231,照譜 (2),朝顔譜 (7),漏堂花譜 (6),前田家系譜 (3),素絢人物画譜 (2),中古諸名家画譜 (1),老侯清玩貝類図譜 (1),故主水佑鍋島茂里譜 (1)
232,林譜 (2),和魚譜 (7),日本介譜 (6),楽催馬楽譜 (3),一遍上人年譜 (2),世名家聚美画譜 (1),近衛家閑院家系譜 (1),公儀へ御指出御系譜 (1)
233,袖譜 (2),顔図譜 (7),胡氏宗譜 (6),催馬楽箏譜 (3),尊大和尚年譜 (2),諸名家花鳥画譜 (1),松平右近将監系譜 (1),一橋紀州家等之系譜 (1)
234,法譜 (2),然菌譜 (7),一世支譜 (6),歌披講之譜 (3),夢窓国師年譜 (2),々公事参仕年譜 (1),辺能登守輝綱系譜 (1),州天野家文書並系譜 (1)
235,二譜 (2),蒙禽譜 (7),邵氏宗譜 (6),三条家系譜 (3),多羅尾氏系譜 (2),術婦女礼儀画譜 (1),大徳禅寺前住世譜 (1),源氏新田松平氏年譜 (1)
236,稚譜 (2),丹花譜 (7),齋書畫譜 (6),珍歴代族譜 (3),血脈道統之譜 (2),清人張子祥画譜 (1),古今刀劔録海棠譜 (1),催馬楽笛附物仮名譜 (1)
237,様譜 (2),齋琴譜 (7),観文禽譜 (6),が代講頌譜 (3),於歌道成業譜 (2),輯録并年譜印譜 (1),後國植物寫生圖譜 (1),小松氏正統世録系譜 (1)
238,牌譜 (2),概画譜 (7),上人年譜 (6),徳川氏系譜 (3),御文庫之秘譜 (2),井聱牙先生印譜 (1),新定佐々木氏系譜 (1),藏始祖天桂和尚年譜 (1)
239,鮫譜 (2),枝伝譜 (7),群賢押譜 (6),禰田島系譜 (3),加賀美家家譜 (2),名院琵琶説秘譜 (1),氏伝列国君臣系譜 (1),十二代尊観上人系譜 (1)
240,棠譜 (2),蔵筆譜 (7),南山小譜 (6),下園画梅譜 (3),王家門室系譜 (2),御内儀侍中家譜 (1),馬伊予守豊範系譜 (1),院様御誕生已後年譜 (1)
241,丁譜 (2),賢押譜 (7),五音韻譜 (6),耳鳥斎画譜 (3),原松平家系譜 (2),拍子以下秘説譜 (1),鍋島直茂公御年譜 (1),禅師榮尊大和尚年譜 (1)
242,句譜 (2),跡系譜 (7),名山図譜 (6),松風閣琴譜 (3),本錦絵問屋譜 (2),輪台青海波舞譜 (1),鍋島勝茂公御年譜 (1),白山神主上道氏系譜 (1)
243,華譜 (2),並系譜 (7),吾妻箏譜 (6),沢累世印譜 (3),恭法親王年譜 (2),催馬楽和琴古譜 (1),園会山鉾古代図譜 (1),庄氏石川氏両家系譜 (1)
244,脉譜 (2),寺世譜 (7),師弟子譜 (6),撥合調子譜 (3),流外能楽笛譜 (2),法皇禅師略年譜 (1),皇国支那名刻印譜 (1),親王家并諸門跡系譜 (1)
245,丹譜 (2),附物譜 (7),朗詠案譜 (6),高麗仮名譜 (3),黄忠端公年譜 (2),万秋楽宗明楽譜 (1),宇田川榕自叙年譜 (1),源氏南部御家御系譜 (1)
246,作譜 (2),宮系譜 (7),前後略譜 (6),楽肩鼓之譜 (3),伏見宮琵琶譜 (2),破只拍子仮名譜 (1),画藪後八種四体譜 (1),元年以来御徒目付譜 (1)
247,刀譜 (2),声明譜 (7),椿山印譜 (6),残楽助音譜 (3),伊藤起立系譜 (2),楽打球楽仮名譜 (1),漢諸葛忠武侯年譜 (1),季光公経光公御系譜 (1)
248,釜譜 (2),秀画譜 (7),崋山印譜 (6),三帖破急譜 (3),親王家御系譜 (2),雙調大食調曲譜 (1),栖川宮家歴代印譜 (1),殿御縁者方之御系譜 (1)
249,宜譜 (2),神楽譜 (7),蘇合香譜 (6),延只拍子譜 (3),琵琶懐中秘譜 (2),催馬楽高麗楽譜 (1),崋山先生俳諧画譜 (1),世尊寺及持明院系譜 (1)
250,派譜 (2),楽略譜 (7),高麗楽譜 (6),及催馬楽譜 (3),古刊本残頁譜 (2),壱越調曲仮名譜 (1),芥子園翎毛花果譜 (1),密四家悉曇総伝系譜 (1)
251,解譜 (2),右舞譜 (7),遊女名譜 (6),壱越調曲譜 (3),明清書画款譜 (2),台破西王楽破譜 (1),唐觧元倣古今画譜 (1),田松前并外二家系譜 (1)
252,遺譜 (2),晁画譜 (6),箏曲新譜 (6),鶯囀皇麞譜 (3),頓智早席画譜 (2),承和楽十天楽譜 (1),酒井抱一先生印譜 (1),達氏系譜並氏族系譜 (1)
253,壺譜 (2),濯画譜 (6),纈紺屋譜 (6),相承血脈譜 (3),人帰去来印譜 (2),平調盤渉調曲譜 (1),幼稚園保育唱歌譜 (1),村両家及九人衆系譜 (1)
